,date,windVectorAvgSpeed,windDailyAvgSpeed,windHourlyMaxSpeed,windHourlyMinSpeed,tempDailyAvg,tempDailyMin,tempDailyMax,precipDailySum,airpresDailyAvg,airpresHourlyMax,airpresHourlyMin,humidDailyAvg,humidDailyMax,humidDailyMin,windVectorWeight,north,east,south,west,tempDailyAvg_mean_3,tempDailyAvg_mean_7,tempDailyAvg_mean_28,tempDailyMin_mean_3,tempDailyMin_mean_7,tempDailyMin_mean_28,tempDailyMax_mean_3,tempDailyMax_mean_7,tempDailyMax_mean_28,airpresDailyAvg_mean_3,airpresDailyAvg_mean_7,airpresDailyAvg_mean_28,humidDailyAvg_mean_3,humidDailyAvg_mean_7,humidDailyAvg_mean_28,precipDailySum_sum_3,precipDailySum_sum_7,precipDailySum_sum_28,holiday_NL,workday,vacation_NL_North,vacation_NL_Central,vacation_NL_South,vacation_BE,vacation_GE,wildfire,year
17,2011-01-18,2.0,3.0,5.0,1.0,5.3,3.9,6.9,6.5,10247,10301,10207,93,98,84,0.667,0.578,0.0,0.0,0.089,7.5,8.6,3.2,5.1,6.3,0.5,10.0,10.8,5.7,10225,10174,10156,88,90,90,7,42,64,False,True,False,False,False,False,False,False,2011
18,2011-01-19,2.6,2.8,6.0,1.0,3.1,-0.6,6.5,2.0,10305,10313,10296,94,99,86,0.929,0.227,0.0,0.0,0.702,5.5,8.1,3.3,2.9,5.9,0.6,7.7,10.3,5.9,10254,10199,10165,92,90,89,9,29,65,False,True,False,False,False,False,False,False,2011
19,2011-01-20,3.6,3.7,6.0,2.0,2.1,-1.5,5.2,-0.1,10323,10355,10298,87,95,71,0.973,0.973,0.0,0.0,0.0,3.5,6.8,3.5,0.6,4.2,0.6,6.2,9.2,6.1,10292,10230,10175,91,89,89,8,11,62,False,True,False,False,False,False,False,True,2011
20,2011-01-21,1.1,1.7,3.0,0.0,0.4,-3.7,3.4,-0.1,10362,10372,10356,97,99,93,0.647,0.503,0.0,0.0,0.144,1.9,5.3,3.5,-1.9,2.5,0.6,5.0,7.9,6.2,10330,10266,10184,93,90,90,2,9,60,False,True,False,False,False,False,False,False,2011
21,2011-01-22,3.3,3.5,5.0,2.0,4.6,3.2,6.1,-0.1,10320,10352,10305,90,98,82,0.943,0.922,0.0,0.0,0.021,2.4,4.7,3.8,-0.7,1.8,0.9,4.9,7.3,6.5,10335,10283,10186,91,90,90,0,9,59,False,False,False,False,False,False,False,False,2011
22,2011-01-23,3.4,3.8,5.0,1.0,4.8,2.3,6.8,0.4,10286,10309,10271,94,99,90,0.895,0.806,0.0,0.0,0.09,3.3,4.0,3.9,0.6,1.3,1.0,5.4,6.4,6.6,10323,10293,10188,94,92,90,0,9,60,False,False,False,False,False,False,False,False,2011
23,2011-01-24,3.0,3.4,5.0,2.0,5.3,4.1,6.9,0.9,10256,10277,10209,91,97,81,0.882,0.47,0.0,0.0,0.412,4.9,3.7,4.1,3.2,1.1,1.3,6.6,6.0,6.8,10287,10300,10189,92,92,90,1,10,60,False,True,False,False,False,False,False,False,2011
24,2011-01-25,3.6,4.1,7.0,1.0,3.5,-2.5,7.0,1.9,10132,10199,10097,89,97,73,0.878,0.166,0.0,0.0,0.712,4.5,3.4,4.2,1.3,0.2,1.2,6.9,6.0,7.0,10225,10283,10187,91,92,91,3,5,62,False,True,False,False,False,False,False,False,2011
25,2011-01-26,2.2,2.3,6.0,0.0,0.6,-3.1,4.4,0.0,10110,10165,10084,91,98,81,0.957,0.414,0.543,0.0,0.0,3.1,3.0,4.2,-0.5,-0.2,1.1,6.1,5.7,7.0,10166,10256,10183,90,91,91,3,3,62,False,True,False,False,False,False,False,False,2011
26,2011-01-27,4.7,4.8,7.0,3.0,-0.1,-2.8,2.6,-0.1,10211,10242,10169,78,94,63,0.979,0.392,0.587,0.0,0.0,1.3,2.7,4.3,-2.8,-0.4,1.2,4.7,5.3,7.0,10151,10240,10181,86,90,90,2,3,62,False,True,False,False,False,False,False,False,2011
27,2011-01-28,4.5,4.6,6.0,2.0,-2.0,-4.4,1.2,0.0,10234,10246,10222,77,88,68,0.978,0.272,0.706,0.0,0.0,-0.5,2.4,4.1,-3.4,-0.5,1.1,2.7,5.0,7.0,10185,10221,10181,82,87,89,0,3,62,False,True,False,False,False,False,False,False,2011
28,2011-01-29,2.7,2.8,4.0,1.0,-3.4,-6.2,-0.1,0.0,10212,10220,10201,90,94,79,0.964,0.589,0.375,0.0,0.0,-1.8,1.2,3.9,-4.5,-1.8,0.9,1.2,4.1,6.8,10219,10206,10180,82,87,89,0,3,62,False,False,False,False,False,False,False,False,2011
29,2011-01-30,3.3,3.4,5.0,1.0,-2.9,-8.4,0.2,0.0,10223,10239,10213,90,94,86,0.971,0.367,0.604,0.0,0.0,-2.8,0.1,3.8,-6.3,-3.3,0.7,0.4,3.2,6.6,10223,10197,10180,86,87,89,0,3,62,False,False,False,False,False,False,False,False,2011
30,2011-01-31,1.0,1.8,2.0,1.0,-2.6,-3.8,-1.7,-0.1,10259,10271,10238,88,91,85,0.556,0.043,0.513,0.0,0.0,-3.0,-1.0,3.7,-6.1,-4.5,0.6,-0.5,1.9,6.4,10231,10197,10180,89,86,89,0,2,62,False,True,False,False,False,False,False,False,2011
31,2011-02-01,3.3,3.4,5.0,2.0,-1.5,-4.2,1.1,0.5,10264,10281,10250,91,99,83,0.971,0.0,0.0,0.583,0.388,-2.3,-1.7,3.6,-5.5,-4.7,0.5,-0.1,1.1,6.4,10249,10216,10184,90,86,89,0,0,62,False,True,False,False,False,False,False,False,2011
32,2011-02-02,4.7,4.8,7.0,3.0,2.9,1.1,4.5,0.3,10269,10292,10232,95,99,87,0.979,0.0,0.0,0.664,0.315,-0.4,-1.4,3.7,-2.3,-4.1,0.7,1.3,1.1,6.4,10264,10239,10192,91,87,90,1,1,63,False,True,False,False,False,False,False,False,2011
33,2011-02-03,4.0,4.3,7.0,2.0,5.5,1.2,7.9,0.9,10241,10258,10209,90,97,73,0.93,0.0,0.0,0.455,0.475,2.3,-0.6,3.7,-0.6,-3.5,0.6,4.5,1.9,6.3,10258,10243,10202,92,89,90,2,2,54,False,True,False,False,False,False,False,False,2011
34,2011-02-04,7.8,8.0,10.0,7.0,9.1,5.9,11.1,-0.1,10181,10204,10171,81,92,71,0.975,0.0,0.0,0.411,0.564,5.8,1.0,3.8,2.7,-2.1,0.8,7.8,3.3,6.4,10230,10236,10207,89,89,89,1,2,52,False,True,False,False,False,False,False,False,2011
35,2011-02-05,8.7,8.8,10.0,8.0,11.1,10.5,11.6,0.0,10192,10209,10171,79,85,73,0.989,0.0,0.0,0.264,0.725,8.6,3.1,3.9,5.9,0.3,1.0,10.2,5.0,6.3,10205,10233,10213,83,88,89,1,2,50,False,False,False,False,False,False,False,False,2011
36,2011-02-06,7.3,7.3,9.0,6.0,10.4,9.4,11.5,0.0,10223,10232,10212,72,82,66,1.0,0.0,0.0,0.3,0.7,10.2,5.0,4.1,8.6,2.9,1.3,11.4,6.6,6.5,10199,10233,10217,77,85,88,0,2,50,False,False,False,False,False,False,False,False,2011
37,2011-02-07,5.2,5.7,7.0,3.0,8.8,6.8,10.8,-0.1,10172,10219,10138,73,80,63,0.912,0.0,0.0,0.385,0.527,10.1,6.6,4.4,8.9,4.4,1.7,11.3,8.4,6.7,10196,10220,10216,75,83,88,0,2,50,False,True,False,False,False,False,False,False,2011
38,2011-02-08,1.6,1.9,3.0,0.0,4.1,-2.5,9.5,0.0,10230,10246,10184,79,94,56,0.842,0.0,0.0,0.056,0.786,7.8,7.4,4.4,4.6,4.6,1.6,10.6,9.6,6.9,10208,10215,10222,75,81,87,0,1,48,False,True,False,False,False,False,False,False,2011
39,2011-02-09,2.2,2.3,4.0,1.0,3.8,-3.6,10.8,0.0,10213,10237,10186,79,94,47,0.957,0.0,0.138,0.819,0.0,5.6,7.5,4.3,0.2,4.0,1.4,10.4,10.5,6.9,10205,10207,10225,77,79,87,0,1,33,False,True,False,False,False,False,False,False,2011
40,2011-02-10,4.3,4.4,6.0,3.0,8.0,4.9,10.9,7.6,10149,10185,10109,89,95,78,0.977,0.0,0.0,0.586,0.391,5.3,7.9,4.2,-0.4,4.5,1.2,10.4,10.9,6.8,10197,10194,10227,82,79,87,8,7,22,False,True,False,False,False,False,False,False,2011
41,2011-02-11,2.5,3.0,5.0,1.0,9.1,6.7,10.8,16.0,10124,10143,10103,94,99,82,0.833,0.0,0.0,0.009,0.824,7.0,7.9,4.2,2.7,4.6,1.1,10.8,10.8,6.8,10162,10186,10227,87,81,87,24,24,36,False,True,False,False,False,False,False,False,2011
42,2011-02-12,1.6,3.1,5.0,2.0,7.5,5.1,11.5,5.7,10121,10144,10102,95,97,81,0.516,0.0,0.12,0.396,0.0,8.2,7.4,4.1,5.6,3.8,1.0,11.1,10.8,6.8,10131,10176,10224,93,83,87,29,29,42,False,False,False,False,False,False,False,False,2011
43,2011-02-13,3.1,3.4,6.0,2.0,5.7,2.6,8.7,0.0,10087,10123,10049,89,98,77,0.912,0.0,0.121,0.791,0.0,7.4,6.7,4.0,4.8,2.9,0.9,10.3,10.4,6.6,10111,10157,10220,93,85,87,22,29,42,False,False,False,False,False,False,False,False,2011
44,2011-02-14,2.2,2.5,4.0,1.0,6.3,4.1,8.4,0.9,10045,10054,10035,90,98,81,0.88,0.0,0.078,0.802,0.0,6.5,6.4,3.9,3.9,2.5,0.9,9.5,10.1,6.6,10084,10138,10214,91,88,87,7,30,43,False,True,False,False,False,False,False,False,2011
45,2011-02-15,3.7,3.8,5.0,2.0,5.3,1.9,8.8,0.9,9980,10027,9950,88,97,71,0.974,0.0,0.314,0.66,0.0,5.8,6.5,3.9,2.9,3.1,0.8,8.6,10.0,6.7,10037,10103,10204,89,89,87,2,31,37,False,True,False,False,False,False,False,False,2011
46,2011-02-16,2.2,3.0,5.0,1.0,6.0,1.0,10.8,-0.1,9985,10004,9956,85,96,65,0.733,0.0,0.073,0.66,0.0,5.9,6.8,4.0,2.3,3.8,0.9,9.3,10.0,6.8,10003,10070,10193,88,90,87,2,31,35,False,True,False,False,False,False,False,False,2011
47,2011-02-17,3.4,3.6,6.0,2.0,3.4,-1.1,10.2,0.0,10054,10117,10005,85,99,60,0.944,0.304,0.64,0.0,0.0,4.9,6.2,4.1,0.6,2.9,0.9,9.9,9.9,7.0,10006,10057,10183,86,89,87,1,23,35,False,True,False,False,False,False,False,False,2011
48,2011-02-18,2.9,3.0,4.0,1.0,1.2,0.4,1.9,0.0,10151,10168,10120,83,87,79,0.967,0.075,0.892,0.0,0.0,3.5,5.1,4.1,0.1,2.0,1.0,7.6,8.6,6.9,10063,10060,10176,84,88,86,0,7,35,False,True,False,False,False,False,False,False,2011
49,2011-02-19,4.0,4.1,6.0,3.0,3.3,1.5,6.1,0.2,10150,10164,10139,81,89,64,0.976,0.0,0.813,0.163,0.0,2.6,4.5,4.0,0.3,1.5,1.0,6.1,7.8,6.9,10118,10065,10170,83,86,86,0,2,36,False,False,True,True,True,False,False,False,2011
50,2011-02-20,5.2,5.3,7.0,4.0,1.3,-1.5,3.3,-0.1,10161,10181,10143,75,86,68,0.981,0.022,0.959,0.0,0.0,1.9,3.8,3.9,0.1,0.9,0.8,3.8,7.1,6.8,10154,10075,10165,80,84,85,0,2,35,False,False,True,True,True,False,False,False,2011
51,2011-02-21,4.2,4.3,5.0,2.0,-0.7,-3.4,3.5,0.0,10168,10182,10152,67,71,60,0.977,0.0,0.912,0.065,0.0,1.3,2.8,3.7,-1.1,-0.2,0.6,4.3,6.4,6.7,10160,10093,10162,74,81,84,0,1,34,False,True,True,True,True,False,False,False,2011
52,2011-02-22,2.8,3.0,4.0,1.0,-1.6,-6.3,2.8,0.0,10190,10222,10160,66,79,53,0.933,0.0,0.819,0.114,0.0,-0.3,1.8,3.5,-3.7,-1.3,0.4,3.2,5.5,6.5,10173,10123,10164,69,77,84,0,0,32,False,True,True,True,True,False,False,False,2011
53,2011-02-23,4.7,4.8,6.0,2.0,0.7,-2.7,3.7,3.5,10217,10232,10192,76,95,51,0.979,0.0,0.066,0.913,0.0,-0.5,1.1,3.5,-4.1,-1.9,0.4,3.3,4.5,6.5,10192,10156,10168,70,76,83,4,4,36,False,True,True,True,True,False,False,False,2011
54,2011-02-24,2.4,2.8,6.0,1.0,5.9,1.6,9.5,1.2,10222,10265,10184,98,99,95,0.857,0.0,0.0,0.667,0.19,1.7,1.4,3.7,-2.5,-1.5,0.6,5.3,4.4,6.8,10210,10180,10168,80,78,84,5,5,37,False,True,True,True,True,False,False,False,2011
55,2011-02-25,3.1,3.3,4.0,1.0,7.8,6.4,8.6,-0.1,10259,10277,10226,97,99,92,0.939,0.0,0.0,0.793,0.146,4.8,2.4,4.1,1.8,-0.6,1.0,7.3,5.4,7.0,10233,10195,10169,90,80,84,5,5,37,False,True,True,True,True,False,False,False,2011
56,2011-02-26,3.6,5.4,7.0,4.0,7.4,6.0,9.3,5.5,10130,10215,10078,94,98,82,0.667,0.0,0.0,0.445,0.222,7.0,3.0,4.5,4.7,0.0,1.4,9.1,5.8,7.4,10204,10192,10166,96,82,85,7,10,43,False,False,True,True,True,False,False,False,2011
57,2011-02-27,6.1,6.3,9.0,3.0,5.2,2.8,6.4,17.9,10145,10191,10108,93,96,90,0.968,0.355,0.0,0.0,0.613,6.8,3.5,4.8,5.1,0.6,1.8,8.1,6.3,7.6,10178,10190,10164,95,84,85,23,28,60,False,False,True,True,True,False,False,False,2011
58,2011-02-28,2.5,2.7,4.0,1.0,2.6,1.7,3.5,0.4,10260,10320,10195,94,96,90,0.926,0.658,0.268,0.0,0.0,5.1,4.0,5.0,3.5,1.4,2.0,6.4,6.3,7.8,10178,10203,10164,94,88,85,24,28,61,False,True,False,False,False,False,False,False,2011
59,2011-03-01,5.3,5.4,7.0,3.0,3.1,1.6,5.4,0.0,10353,10365,10324,90,94,84,0.981,0.644,0.337,0.0,0.0,3.6,4.7,5.1,2.0,2.5,2.2,5.1,6.6,7.9,10253,10227,10167,92,92,85,18,28,60,False,True,False,False,False,False,False,False,2011
60,2011-03-02,5.3,5.4,7.0,4.0,2.5,-1.1,8.5,0.0,10342,10357,10329,76,91,51,0.981,0.447,0.534,0.0,0.0,2.7,4.9,5.1,0.7,2.7,2.1,5.8,7.3,8.1,10318,10244,10169,87,92,84,0,25,60,False,True,False,False,False,False,False,False,2011
61,2011-03-03,4.8,4.8,6.0,4.0,1.4,-2.9,7.8,0.0,10328,10341,10312,74,91,43,1.0,0.567,0.433,0.0,0.0,2.3,4.3,5.0,-0.8,2.1,2.0,7.2,7.1,8.1,10341,10260,10173,80,88,84,0,24,59,False,True,False,False,False,False,False,False,2011
62,2011-03-04,3.2,3.3,5.0,2.0,1.0,-3.8,7.4,0.0,10316,10334,10298,81,99,56,0.97,0.679,0.291,0.0,0.0,1.6,3.3,4.7,-2.6,0.6,1.6,7.9,6.9,7.9,10329,10268,10177,77,86,84,0,24,59,False,True,False,False,False,False,False,False,2011
63,2011-03-05,3.2,3.2,5.0,1.0,2.3,-1.4,6.5,0.0,10293,10306,10279,88,98,75,1.0,0.656,0.344,0.0,0.0,1.6,2.6,4.4,-2.7,-0.4,1.2,7.2,6.5,7.7,10312,10291,10181,81,85,84,0,18,59,False,False,False,False,False,True,False,False,2011
64,2011-03-06,3.2,3.4,6.0,1.0,1.9,-3.0,7.2,0.0,10312,10328,10302,73,93,44,0.941,0.534,0.407,0.0,0.0,1.7,2.1,4.0,-2.7,-1.3,0.8,7.0,6.6,7.6,10307,10315,10184,81,82,84,0,0,59,False,False,False,False,False,True,False,False,2011
65,2011-03-07,3.5,3.7,6.0,2.0,2.9,-3.2,8.3,0.0,10312,10337,10277,49,76,29,0.946,0.0,0.746,0.2,0.0,2.4,2.2,3.8,-2.5,-2.0,0.4,7.3,7.3,7.5,10306,10322,10189,70,76,83,0,0,60,False,True,False,False,False,True,False,False,2011
66,2011-03-08,2.7,3.2,6.0,2.0,4.5,-3.4,11.5,0.0,10220,10274,10165,53,75,36,0.844,0.0,0.0,0.712,0.132,3.1,2.4,3.8,-3.2,-2.7,0.4,9.0,8.2,7.6,10281,10303,10189,58,71,82,0,0,60,False,True,False,False,False,True,False,False,2011
67,2011-03-09,4.1,4.4,7.0,2.0,7.1,4.6,10.3,-0.1,10155,10166,10145,76,89,56,0.932,0.0,0.0,0.249,0.683,4.8,3.0,4.0,-0.7,-1.9,0.7,10.0,8.4,7.6,10229,10277,10187,59,71,82,0,0,59,False,True,False,False,False,True,False,False,2011
68,2011-03-10,6.0,6.1,7.0,3.0,7.8,4.4,9.9,0.2,10126,10156,10110,82,91,75,0.984,0.0,0.0,0.415,0.569,6.5,3.9,4.0,1.9,-0.8,0.7,10.6,8.7,7.5,10167,10248,10186,70,72,82,0,0,52,False,True,False,False,False,True,False,True,2011
69,2011-03-11,3.4,3.8,7.0,1.0,7.8,3.0,11.2,0.0,10153,10169,10131,70,86,45,0.895,0.0,0.0,0.129,0.766,7.6,4.9,3.9,4.0,0.1,0.5,10.5,9.3,7.5,10145,10224,10187,76,70,81,0,0,36,False,True,False,False,False,True,False,False,2011
70,2011-03-12,3.2,3.5,7.0,1.0,8.9,2.6,14.5,0.0,10065,10134,10028,72,92,50,0.914,0.0,0.101,0.813,0.0,8.2,5.8,4.0,3.3,0.7,0.4,11.9,10.4,7.6,10115,10192,10185,75,68,80,0,0,30,False,False,False,False,False,True,False,False,2011
71,2011-03-13,3.7,3.8,5.0,1.0,10.5,8.9,13.3,0.5,10042,10084,10017,82,97,71,0.974,0.0,0.0,0.974,0.0,9.1,7.1,4.1,4.8,2.4,0.7,13.0,11.3,7.8,10087,10153,10183,75,69,80,1,1,31,False,False,False,False,False,True,False,False,2011
72,2011-03-14,1.2,1.8,3.0,1.0,11.0,7.5,15.0,0.8,10148,10180,10090,89,99,71,0.667,0.215,0.452,0.0,0.0,10.1,8.2,4.3,6.3,3.9,0.8,14.3,12.2,8.0,10085,10130,10187,81,75,80,1,1,31,False,True,False,False,False,False,False,False,2011
73,2011-03-15,4.7,4.8,6.0,3.0,11.5,7.7,16.3,0.0,10154,10177,10132,82,97,63,0.979,0.141,0.838,0.0,0.0,11.0,9.2,4.5,8.0,5.5,1.0,14.9,12.9,8.3,10115,10120,10193,84,79,80,1,1,30,False,True,False,False,False,False,False,False,2011
74,2011-03-16,5.7,5.8,8.0,4.0,7.6,4.9,11.4,0.0,10108,10136,10083,83,93,72,0.983,0.35,0.633,0.0,0.0,10.0,9.3,4.6,6.7,5.6,1.1,14.2,13.1,8.3,10137,10114,10198,85,80,80,1,2,30,False,True,False,False,False,False,False,False,2011
75,2011-03-17,3.3,4.2,5.0,3.0,5.4,4.4,7.0,-0.1,10125,10186,10086,90,95,85,0.786,0.542,0.0,0.0,0.244,8.2,9.0,4.7,5.7,5.6,1.3,11.6,12.7,8.2,10129,10114,10200,85,81,80,0,1,30,False,True,False,False,False,False,False,False,2011
76,2011-03-18,0.5,2.8,6.0,1.0,6.2,4.7,7.7,6.6,10224,10268,10192,93,99,88,0.179,0.093,0.0,0.0,0.086,6.4,8.7,4.8,4.7,5.8,1.5,8.7,12.2,8.4,10152,10124,10203,89,84,80,7,8,36,False,True,False,False,False,False,False,False,2011
77,2011-03-19,2.7,2.8,5.0,0.0,4.6,-2.3,9.9,-0.1,10331,10351,10274,77,97,46,0.964,0.696,0.268,0.0,0.0,5.4,8.1,4.9,2.3,5.1,1.4,8.2,11.5,8.6,10227,10162,10209,87,85,80,6,8,36,False,False,False,False,False,False,False,False,2011
78,2011-03-20,0.3,0.7,2.0,0.0,3.9,-2.7,11.7,0.0,10341,10348,10330,66,93,32,0.429,0.0,0.405,0.024,0.0,4.9,7.2,5.0,-0.1,3.5,1.3,9.8,11.3,8.9,10299,10204,10216,79,83,80,7,7,36,False,False,False,False,False,False,False,False,2011
79,2011-03-21,0.4,1.3,2.0,0.0,5.7,-3.2,14.5,0.0,10351,10362,10340,65,91,30,0.308,0.0,0.0,0.082,0.226,4.7,6.4,5.2,-2.7,1.9,1.3,12.0,11.2,9.3,10341,10233,10222,69,79,80,0,6,36,False,True,False,False,False,False,False,True,2011
80,2011-03-22,1.7,1.8,4.0,0.0,7.9,-0.8,15.6,0.0,10377,10400,10359,73,94,44,0.944,0.87,0.074,0.0,0.0,5.8,5.9,5.5,-2.2,0.7,1.5,13.9,11.1,9.7,10356,10265,10229,68,78,80,0,6,36,False,True,False,False,False,False,False,False,2011
81,2011-03-23,2.2,2.2,4.0,1.0,7.8,0.4,14.9,0.0,10396,10416,10382,84,99,62,1.0,0.656,0.344,0.0,0.0,7.1,5.9,5.8,-1.2,0.1,1.6,15.0,11.6,10.1,10375,10306,10235,74,78,80,0,6,33,False,True,False,False,False,False,False,True,2011
82,2011-03-24,2.0,2.2,4.0,1.0,9.5,0.6,16.7,0.0,10339,10382,10271,75,94,53,0.909,0.404,0.505,0.0,0.0,8.4,6.5,5.9,0.1,-0.5,1.6,15.7,13.0,10.4,10371,10337,10239,77,76,79,0,6,32,False,True,False,False,False,False,False,False,2011
83,2011-03-25,2.1,2.3,4.0,1.0,9.5,3.5,15.4,0.0,10202,10262,10170,76,98,50,0.913,0.73,0.183,0.0,0.0,8.9,7.0,6.0,1.5,-0.6,1.5,15.7,14.1,10.6,10312,10334,10237,78,74,79,0,0,32,False,True,False,False,False,False,False,True,2011
84,2011-03-26,2.1,2.2,4.0,0.0,5.3,0.4,8.4,0.1,10174,10184,10167,85,96,78,0.955,0.361,0.594,0.0,0.0,8.1,7.1,5.9,1.5,-0.3,1.3,13.5,13.9,10.6,10238,10311,10239,79,75,78,0,0,26,False,False,False,False,False,False,False,False,2011
